station_id,rainfall_mm,lat,long,country,county,country_avg,county_avg,country_code
274178TP,0.0,51.667285,-0.923447,England,Buckinghamshire,0.07,0.07,1
E2365,0.0,52.632078,-0.313309,England,City of Peterborough,0.07,0,1
3652,0.0,52.836792,-1.251041,England,Nottinghamshire,0.07,0,1
596026,,54.849851,-3.310562,England,Cumberland,0.07,0.07,1
596026,0.0,54.849851,-3.310562,England,Cumberland,0.07,0.07,1
E11040,0.0,50.889075,-0.881768,England,West Sussex,0.07,0.04,1
E14910,0.0,50.722216,-1.142162,England,Isle of Wight,0.07,0.01,1
E12580,0.0,51.089429,-1.328148,England,Hampshire,0.07,0.07,1
000102TP,,51.914149,0.249994,England,Essex,0.07,0,1
41917,0.0,53.805201,-0.309101,England,Kingston upon Hull,0.07,0,1
3616,0.0,53.22531,-1.701132,England,Derbyshire,0.07,0.07,1
52222,0.0,51.133861,-2.392257,England,Somerset,0.07,0.05,1
56505,0.0,54.073241,-1.337477,England,North Yorkshire,0.07,0.06,1
240350TP,0.0,51.813497,-0.287465,England,Hertfordshire,0.07,0,1
278744TP,0.0,51.690006,-0.530846,England,Hertfordshire,0.07,0,1
E2463,0.0,52.665732,-0.158215,England,Lincolnshire,0.07,0,1
E5727,0.0,52.872934,0.138821,England,Lincolnshire,0.07,0,1
601304,0.0,54.536396,-2.762648,England,Westmorland and Furness,0.07,0.16,1
E22231,0.2,51.999613,-0.629985,England,Central Bedfordshire,0.07,0,1
26958,0.0,54.683225,-2.252002,England,County Durham,0.07,0.05,1
E24879,0.0,51.616598,0.593505,England,Essex,0.07,0,1
240201TP,0.0,51.884151,-0.454782,England,Borough of Luton,0.07,0,1
47163,0.0,50.366737,-4.230702,England,Cornwall,0.07,0.08,1
1165,0.0,52.205609,-1.605581,England,Warwickshire,0.07,0.13,1
1155,0.0,52.417004,-1.12584,England,Leicestershire,0.07,0,1
49106,,50.639798,-4.675005,England,Cornwall,0.07,0.08,1
280826TP,0.0,51.226121,-0.774805,England,Surrey,0.07,0,1
561299,0.0,53.65712,-2.049131,England,Rochdale,0.07,0.2,1
560943,0.0,53.697953,-2.353609,England,Lancashire,0.07,0.08,1
E37081,0.0,52.84066,1.075753,England,Norfolk,0.07,0,1
45102,0.0,51.129849,-3.534087,England,Somerset,0.07,0.05,1
23164,0,54.610418,-1.740626,England,County Durham,0.07,0.05,1
49105,0.0,50.558792,-4.637937,England,Cornwall,0.07,0.08,1
16140,0.0,54.960162,-2.160033,England,Northumberland,0.07,0,1
E25051,0.0,53.235003,0.102885,England,Lincolnshire,0.07,0,1
287864TP,0.0,51.380452,-0.135546,England,London Borough of Sutton,0.07,0,1
45158,0.0,51.06991,-3.643436,England,Somerset,0.07,0.05,1
E802,0.0,51.194952,0.237676,England,Kent,0.07,0.01,1
E24901,0.0,51.793116,0.963307,England,Essex,0.07,0,1
25394,0.0,54.894495,-1.489343,England,Tyne and Wear,0.07,0,1
603111,0.0,55.093207,-2.481773,England,Northumberland,0.07,0,1
592848,,54.532336,-3.062374,England,Cumberland,0.07,0.07,1
E8530,0.0,50.913393,0.044891,England,East Sussex,0.07,0,1
E42961,0.0,52.945882,0.745281,England,Norfolk,0.07,0,1
47166,0.0,50.549928,-3.999359,England,Devon,0.07,0.14,1
264254TP,0.0,51.617635,-1.115281,England,Oxfordshire,0.07,0.07,1
E24746,0.0,52.089557,-0.0565,England,Cambridgeshire,0.07,0,1
282290TP,0.0,51.143947,-0.512508,England,Surrey,0.07,0,1
E270,0.0,51.321154,0.447621,England,Kent,0.07,0.01,1
E42991,0.0,52.558433,1.367321,England,Norfolk,0.07,0,1
E42981,0.0,52.554012,1.032047,England,Norfolk,0.07,0,1
E7200,0.0,52.555577,-0.828089,England,Leicestershire,0.07,0,1
287722TP,0.0,51.344874,-0.103964,England,London Borough of Croydon,0.07,0,1
E14080,0.0,51.252655,-1.256994,England,Hampshire,0.07,0.07,1
E46061,0.0,53.546796,-0.159424,England,North East Lincolnshire,0.07,0,1
1740,0.0,52.392235,-1.324715,England,Warwickshire,0.07,0.13,1
E1681,0.0,51.067661,0.215829,England,East Sussex,0.07,0,1
E27621,0.0,51.542522,0.567655,England,Essex,0.07,0,1
50110,0.0,51.016891,-3.822629,England,Devon,0.07,0.14,1
3574,0.0,52.897659,-1.359998,England,Derbyshire,0.07,0.07,1
E7075,0.0,52.490034,-0.666347,England,North Northamptonshire,0.07,0,1
49104,0.0,50.509966,-4.568918,England,Cornwall,0.07,0.08,1
586820,0.0,54.444792,-3.103284,England,Westmorland and Furness,0.07,0.16,1
4103,,53.114911,-2.223306,England,Cheshire East,0.07,0.14,1
550148,0.0,53.410189,-3.10942,England,Wirral,0.07,0.5,1
594202,0.0,54.58826,-3.316076,England,Cumberland,0.07,0.07,1
3025,0.0,52.701554,-2.119078,England,Staffordshire,0.07,0.14,1
575384,0.0,53.790306,-2.422692,England,Lancashire,0.07,0.08,1
E2410,0.0,51.204793,0.588909,England,Kent,0.07,0.01,1
263541TP,0.0,51.741752,-1.120101,England,Oxfordshire,0.07,0.07,1
52287,0.0,54.409101,-1.735735,England,North Yorkshire,0.07,0.06,1
E10500,0.0,51.000801,-0.904738,England,Hampshire,0.07,0.07,1
3100,0.0,52.830414,-1.607371,England,Staffordshire,0.07,0.14,1
7292,0.0,55.033951,-1.969453,England,Northumberland,0.07,0,1
E12570,0.0,51.008538,-1.335019,England,Hampshire,0.07,0.07,1
244027TP,0.0,51.769108,0.016666,England,Hertfordshire,0.07,0,1
E21637,0.0,52.269301,0.00265,England,Cambridgeshire,0.07,0,1
257039TP,0.0,52.072227,-1.333928,England,Oxfordshire,0.07,0.07,1
055R0521E_TG_326,,52.221039,-2.984386,England,Herefordshire,0.07,0.07,1
261923TP,0.0,51.825767,-0.852925,England,Buckinghamshire,0.07,0.07,1
555207,0.0,53.114913,-2.221812,England,Cheshire East,0.07,0.14,1
3611,0.0,53.485476,-0.775492,England,North Lincolnshire,0.07,0,1
3601,0.0,53.231399,-0.806723,England,Nottinghamshire,0.07,0,1
E24889,0.0,52.35513,1.431153,England,Suffolk,0.07,0,1
E37271,0.2,52.049494,0.452229,England,Essex,0.07,0,1
589359,0.0,54.342135,-3.21744,England,Westmorland and Furness,0.07,0.16,1
E2544,0.0,52.495753,-0.470258,England,North Northamptonshire,0.07,0,1
239579TP,,51.527809,0.085279,England,Greater London,0.07,0,1
586493,0.0,54.246782,-2.923038,England,Westmorland and Furness,0.07,0.16,1
E21179,0.0,51.636308,0.385069,England,Essex,0.07,0,1
243045TP,0.0,51.965517,0.147752,England,Essex,0.07,0,1
558016,0.0,53.24456,-1.997705,England,Cheshire East,0.07,0.14,1
1045,0.0,52.362576,-1.508732,England,Warwickshire,0.07,0.13,1
E7105,0.0,53.359329,-0.017234,England,Lincolnshire,0.07,0,1
51729,0.0,54.413883,-1.988402,England,North Yorkshire,0.07,0.06,1
E24756,0.0,52.494069,1.157581,England,Norfolk,0.07,0,1
52101,0.0,50.971757,-3.122948,England,Somerset,0.07,0.05,1
E22309,0.01,52.426228,0.740815,England,Norfolk,0.07,0,1
E14440,0.0,50.744376,-1.57404,England,Hampshire,0.07,0.07,1
52105,0.0,51.134741,-2.999693,England,Somerset,0.07,0.05,1
571894,0.0,54.103514,-2.27294,England,North Yorkshire,0.07,0.06,1
E22400,0.0,52.177103,0.456319,England,Cambridgeshire,0.07,0,1
49172,0.0,50.589351,-4.830395,England,Cornwall,0.07,0.08,1
579167,0.0,53.897316,-2.901619,England,Lancashire,0.07,0.08,1
E23392,0.0,52.835301,0.858574,England,Norfolk,0.07,0,1
E1700,0.0,51.046446,0.196269,England,East Sussex,0.07,0,1
1795,0.0,52.416368,-2.837286,England,Shropshire,0.07,0.16,1
1769,0.0,52.199933,-2.097246,England,Worcestershire,0.07,0.14,1
585512,0.0,54.37577,-2.72272,England,Westmorland and Furness,0.07,0.16,1
603315,,55.026371,-2.560748,England,Cumberland,0.07,0.07,1
600735,0.0,54.630789,-2.88989,England,Westmorland and Furness,0.07,0.16,1
E23657,,52.015604,-0.963195,England,Buckinghamshire,0.07,0.07,1
44213,0.0,50.825864,-2.686403,England,Dorset,0.07,0.17,1
276651TP,0.0,51.755019,-0.285332,England,Hertfordshire,0.07,0,1
575935,,53.694788,-2.486856,England,Blackburn with Darwen,0.07,0.2,1
575935,0.0,53.694788,-2.486856,England,Blackburn with Darwen,0.07,0.2,1
582837,0.0,54.090487,-2.425739,England,North Yorkshire,0.07,0.06,1
E23205,0.0,52.470804,1.73914,England,Suffolk,0.07,0,1
562417,0.0,53.60958,-2.440532,England,Bolton,0.07,0.23,1
73422,0.0,54.100116,-2.164345,England,North Yorkshire,0.07,0.06,1
E23487,0.0,52.153042,1.061731,England,Suffolk,0.07,0,1
47439,0.0,54.31489,-2.180572,England,North Yorkshire,0.07,0.06,1
3110,0.0,53.122311,-2.011159,England,Staffordshire,0.07,0.14,1
1332,0.0,52.589321,-2.78744,England,Shropshire,0.07,0.16,1
E24865,0.0,51.733867,0.736365,England,Essex,0.07,0,1
E7270,0.0,50.890762,0.554388,England,East Sussex,0.07,0,1
3346,0.0,52.95331,-2.040883,England,Staffordshire,0.07,0.14,1
E3281,0.0,51.324099,0.908555,England,Kent,0.07,0.01,1
1141,0.0,51.777374,-2.093434,England,Gloucestershire,0.07,0.1,1
573674,0.0,53.971437,-2.529714,England,Lancashire,0.07,0.08,1
E19017,0.0,52.058925,0.296651,England,Essex,0.07,0,1
240662TP,0.0,51.937159,-0.384591,England,Hertfordshire,0.07,0,1
558491,0.0,53.38925,-1.919511,England,Derbyshire,0.07,0.07,1
59793,0.0,53.966652,-1.115089,England,York,0.07,0,1
13553,,54.820161,-2.445834,England,Westmorland and Furness,0.07,0.16,1
50108,,50.925011,-3.713738,England,Devon,0.07,0.14,1
E14920,0.0,50.691845,-1.308358,England,Isle of Wight,0.07,0.01,1
38476,0.0,54.107252,-0.128568,England,East Riding of Yorkshire,0.07,0,1
E11461,0.0,50.902688,-1.10472,England,Hampshire,0.07,0.07,1
E24727,0.0,52.7599,0.536425,England,Norfolk,0.07,0,1
576925,0.0,53.748659,-2.825643,England,Lancashire,0.07,0.08,1
300001TP,0.0,51.13979,-0.960059,England,Hampshire,0.07,0.07,1
53107,0.0,51.416755,-2.485269,England,Bath and North East Somerset,0.07,0.05,1
1409,,52.59735,-3.029712,England,Shropshire,0.07,0.16,1
E8500,0.0,51.066083,-0.159624,England,West Sussex,0.07,0.04,1
283596TP,0.0,51.341055,-0.599459,England,Surrey,0.07,0,1
241243TP,0.0,51.950719,-0.145455,England,Hertfordshire,0.07,0,1
47102,0.0,50.766684,-4.425535,England,Cornwall,0.07,0.08,1
49162,0.0,50.438007,-4.948114,England,Cornwall,0.07,0.08,1
76204,0.0,53.787777,-1.627332,England,Leeds,0.07,0.2,1
53102,0.0,51.549024,-2.052583,England,Wiltshire,0.07,0.04,1
E7120,,53.38716,-0.184362,England,Lincolnshire,0.07,0,1
E4080,0.0,51.258867,1.033447,England,Kent,0.07,0.01,1
287451TP,0.0,51.308021,-0.16144,England,Surrey,0.07,0,1
E12160,0.0,50.942234,-1.227791,England,Hampshire,0.07,0.07,1
53106,0.0,51.474338,-2.127367,England,Wiltshire,0.07,0.04,1
52225,0.0,51.260327,-2.806074,England,Somerset,0.07,0.05,1
265038TP,0.0,51.543602,-1.343114,England,West Berkshire,0.07,0.06,1
598147,,54.504409,-2.241634,England,Westmorland and Furness,0.07,0.16,1
417417TP,0.0,51.466604,-0.571144,England,Royal Borough of Windsor and Maidenhead,0.07,0,1
45231,0.0,50.76725,-2.963477,England,Devon,0.07,0.14,1
247540TP,0.0,51.479469,-0.451216,England,London Borough of Hillingdon,0.07,0,1
74385,0.0,53.947438,-2.020525,England,North Yorkshire,0.07,0.06,1
35305,0.0,54.486239,-0.724171,England,North Yorkshire,0.07,0.06,1
1774,0.0,52.338976,-2.542273,England,Worcestershire,0.07,0.14,1
E9720,0.0,50.860296,-0.483186,England,West Sussex,0.07,0.04,1
1548,0.0,52.408068,-2.335847,England,Worcestershire,0.07,0.14,1
49108,0.0,50.733448,-4.549952,England,Cornwall,0.07,0.08,1
44214,0.0,50.842091,-2.502005,England,Dorset,0.07,0.17,1
559969,0.0,53.459311,-2.134747,England,Tameside,0.07,0.3,1
570788,0.0,53.653543,-2.654324,England,Lancashire,0.07,0.08,1
E14940,0.0,50.681247,-1.198111,England,Isle of Wight,0.07,0.01,1
E22735,,51.998223,0.579089,England,Essex,0.07,0,1
E22322,0.05,52.227467,0.741731,England,Suffolk,0.07,0,1
604040,0.0,54.876682,-2.663085,England,Cumberland,0.07,0.07,1
E1300,0.0,51.141861,-0.009362,England,Surrey,0.07,0,1
E1908,0.0,53.316679,-0.344986,England,Lincolnshire,0.07,0,1
1552,0.0,52.541438,-2.193841,England,Staffordshire,0.07,0.14,1
3380,0.0,53.405172,-1.738982,England,Derbyshire,0.07,0.07,1
E5728,0.0,52.651369,0.565622,England,Norfolk,0.07,0,1
E2578,0.0,52.890974,-0.512865,England,Lincolnshire,0.07,0,1
E4090,0.0,51.297928,1.053239,England,Kent,0.07,0.01,1
68762,0.0,54.368186,-0.974109,England,North Yorkshire,0.07,0.06,1
E24767,0.0,52.323479,1.278981,England,Suffolk,0.07,0,1
53108,0.0,51.38314,-2.325412,England,Bath and North East Somerset,0.07,0.05,1
240470TP,0.0,51.775264,-0.196143,England,Hertfordshire,0.07,0,1
243679TP,,51.805204,0.20975,England,Essex,0.07,0,1
238097TP,,51.556104,0.161588,England,London Borough of Barking and Dagenham,0.07,0,1
E13590,0.0,50.953747,-1.533691,England,Hampshire,0.07,0.07,1
287141TP,0.0,51.362722,-0.209526,England,London Borough of Sutton,0.07,0,1
39163,0.0,54.100377,-0.208409,England,East Riding of Yorkshire,0.07,0,1
E22218,0.0,52.295794,-0.512351,England,Bedford,0.07,0,1
E7160,0.0,52.649303,-0.762024,England,Rutland,0.07,0,1
E10140,0.0,51.023941,-0.551999,England,West Sussex,0.07,0.04,1
593321,,54.605133,-3.160254,England,Cumberland,0.07,0.07,1
34459,,54.518191,-0.964175,England,Redcar and Cleveland,0.07,0,1
45115,0.0,50.601997,-3.530985,England,Devon,0.07,0.14,1
E2450,,52.549176,-0.121801,England,Cambridgeshire,0.07,0,1
1087,0.0,52.067173,-1.611177,England,Warwickshire,0.07,0.13,1
E42135,0.0,53.232468,-0.366215,England,Lincolnshire,0.07,0,1
290007TP,0.0,51.507135,0.134772,England,London Borough of Bexley,0.07,0,1
605936,0.0,54.716254,-2.87779,England,Westmorland and Furness,0.07,0.16,1
45166,,50.859966,-3.239613,England,Devon,0.07,0.14,1
3641,0.0,52.738326,-1.320862,England,Leicestershire,0.07,0,1
3349,0.0,52.901997,-1.860947,England,Staffordshire,0.07,0.14,1
3861,0.0,53.521199,-1.045964,England,Doncaster,0.07,0,1
45113,,50.799653,-3.737529,England,Devon,0.07,0.14,1
E24737,0.0,52.32454,0.894501,England,Suffolk,0.07,0,1
52227,0.0,51.183161,-2.90631,England,Somerset,0.07,0.05,1
3781,0.0,52.49028,-1.866665,England,Birmingham,0.07,0.05,1
247344TP,0.0,51.550032,-0.415648,England,London Borough of Hillingdon,0.07,0,1
E13580,0.0,51.103128,-1.562184,England,Hampshire,0.07,0.07,1
574718,0.0,53.851109,-2.196809,England,Lancashire,0.07,0.08,1
43203,0.0,51.03167,-2.281587,England,Dorset,0.07,0.17,1
562992,0.0,52.636608,-2.257802,England,Shropshire,0.07,0.16,1
289102TP,0.0,51.476541,-0.017866,England,Royal Borough of Greenwich,0.07,0,1
E1691,,51.100206,0.007416,England,East Sussex,0.07,0,1
32822,0.0,54.633845,-1.480219,England,County Durham,0.07,0.05,1
613467,0.0,55.005582,-2.999799,England,Cumberland,0.07,0.07,1
E1645,0.0,53.664551,-0.343494,England,North Lincolnshire,0.07,0,1
E7130,0.0,53.534467,-0.499466,England,North Lincolnshire,0.07,0,1
3603,0.0,53.079174,-0.867665,England,Nottinghamshire,0.07,0,1
51102,0.0,51.117739,-3.349372,England,Somerset,0.07,0.05,1
E7180,0.0,50.903167,0.47968,England,East Sussex,0.07,0,1
E7170,0.0,53.077492,-0.622888,England,Lincolnshire,0.07,0,1
E2476,0.2,52.252632,-1.146653,England,West Northamptonshire,0.07,0.02,1
245176TP,0.0,51.588712,-0.112596,England,London Borough of Haringey,0.07,0,1
577271,0.0,53.783353,-2.991754,England,Lancashire,0.07,0.08,1
3773,0.0,53.032232,-1.050823,England,Nottinghamshire,0.07,0,1
1794,0.0,51.87509,-2.275208,England,Gloucestershire,0.07,0.1,1
290200TP,0.0,51.280521,0.134285,England,Kent,0.07,0.01,1
600986,0.0,54.497284,-2.690895,England,Westmorland and Furness,0.07,0.16,1
5588,0.0,55.174997,-1.521877,England,Northumberland,0.07,0,1
560631,0.0,53.718989,-2.194675,England,Lancashire,0.07,0.08,1
E8510,0.0,50.90639,-0.072052,England,East Sussex,0.07,0,1
E13560,0.0,50.993139,-1.491976,England,Hampshire,0.07,0.07,1
45157,,51.032617,-3.399666,England,Somerset,0.07,0.05,1
285630TP,0.0,51.288167,-0.337196,England,Surrey,0.07,0,1
E7070,0.0,52.207563,-0.73336,England,West Northamptonshire,0.07,0.02,1
37239,0.0,54.27325,-0.422074,England,North Yorkshire,0.07,0.06,1
E6770,0.0,50.965787,0.453104,England,East Sussex,0.07,0,1
7533,,55.035539,-1.772312,England,Northumberland,0.07,0,1
82509,0.0,53.367029,-1.59795,England,Sheffield,0.07,0,1
924203,0.0,55.765373,-2.031043,England,Northumberland,0.07,0,1
3441,0.0,53.134445,-1.432716,England,Derbyshire,0.07,0.07,1
E10370,0.0,50.999633,-0.78648,England,West Sussex,0.07,0.04,1
E10360,0.0,51.037622,-0.899591,England,Hampshire,0.07,0.07,1
4942,0.0,55.347002,-1.630189,England,Northumberland,0.07,0,1
584098,0.0,54.128677,-2.71229,England,Lancashire,0.07,0.08,1
48105,0.0,50.303659,-5.098505,England,Cornwall,0.07,0.08,1
84532,0.0,53.366844,-1.351488,England,Rotherham,0.07,0,1
48155,0.0,50.593242,-4.743017,England,Cornwall,0.07,0.08,1
E14880,,50.671665,-1.399223,England,Isle of Wight,0.07,0.01,1
43205,0.0,50.755028,-1.936857,England,"Bournemouth, Christchurch and Poole",0.07,0.4,1
561613,0.0,53.663285,-2.180798,England,Lancashire,0.07,0.08,1
243131TP,0.0,51.897439,0.182296,England,Essex,0.07,0,1
576578,0.0,53.811772,-2.647675,England,Lancashire,0.07,0.08,1
E2316,0.0,52.810264,-0.528974,England,Lincolnshire,0.07,0,1
E5729,0.0,52.949162,1.122162,England,Norfolk,0.07,0,1
80282,0.0,53.679365,-1.478411,England,Wakefield,0.07,0,1
3629,,52.78808,-1.097664,England,Leicestershire,0.07,0,1
3629,0.0,52.78808,-1.097664,England,Leicestershire,0.07,0,1
E6760,0.0,51.028745,0.275298,England,East Sussex,0.07,0,1
E44081,0.2,52.060314,0.493671,England,Suffolk,0.07,0,1
E901,0.0,51.15203,0.176969,England,Kent,0.07,0.01,1
54507,0.0,54.382707,-1.394093,England,North Yorkshire,0.07,0.06,1
21228,0.0,54.747962,-2.235316,England,County Durham,0.07,0.05,1
22994,0.2,54.624106,-1.870637,England,County Durham,0.07,0.05,1
52103,0.0,50.902608,-2.632068,England,Somerset,0.07,0.05,1
E22244,0.0,52.202674,-0.045714,England,Cambridgeshire,0.07,0,1
E24920,0.0,51.532357,0.738679,England,Essex,0.07,0,1
1603,0.0,52.224678,-2.731196,England,Herefordshire,0.07,0.07,1
E7190,,50.811276,0.219288,England,East Sussex,0.07,0,1
573342,0.0,53.986218,-2.429249,England,Lancashire,0.07,0.08,1
1819,0.0,52.178577,-2.411624,England,Worcestershire,0.07,0.14,1
46101,,50.393238,-3.731066,England,Devon,0.07,0.14,1
48171,0.0,50.035296,-5.208282,England,Cornwall,0.07,0.08,1
3767,0.0,53.022009,-1.417793,England,Derbyshire,0.07,0.07,1
E11191,0.0,50.923464,-0.81265,England,West Sussex,0.07,0.04,1
78922,0.0,53.60567,-1.766463,England,Kirklees,0.07,0.03,1
45169,0.0,50.80015,-3.436698,England,Devon,0.07,0.14,1
268103TP,0.0,51.53833,-1.56235,England,West Berkshire,0.07,0.06,1
75233,0.0,53.79732,-1.924807,England,Bradford,0.07,0.1,1
254336TP,0.0,51.774757,-1.357157,England,Oxfordshire,0.07,0.07,1
E2859,,52.890503,-0.622875,England,Lincolnshire,0.07,0,1
606299,0.0,54.899013,-2.953493,England,Cumberland,0.07,0.07,1
E5734,0.0,51.554554,0.826576,England,Essex,0.07,0,1
E10000,0.0,50.950807,-0.528647,England,West Sussex,0.07,0.04,1
44104,0.0,50.671274,-2.491689,England,Dorset,0.07,0.17,1
E44091,0.0,51.964319,0.607714,England,Essex,0.07,0,1
476898_TG_333,,51.952233,-2.735485,England,Herefordshire,0.07,0.07,1
246847TP,,51.569374,-0.257694,England,London Borough of Brent,0.07,0,1
52129,0.0,50.875913,-2.981351,England,Somerset,0.07,0.05,1
E21589,0.0,52.080162,1.29614,England,Suffolk,0.07,0,1
79621,0.0,53.698015,-1.667505,England,Kirklees,0.07,0.03,1
3683,0.0,52.697431,-1.117291,England,Leicestershire,0.07,0,1
28502,0.0,54.504568,-2.141258,England,County Durham,0.07,0.05,1
3026,0.0,52.79928,-2.275079,England,Staffordshire,0.07,0.14,1
52223,0.0,51.393485,-2.917648,England,North Somerset,0.07,0,1
E24775,,52.40222,1.542157,England,Suffolk,0.07,0,1
E21096,0.0,52.583985,0.346152,England,Norfolk,0.07,0,1
E14850,0.0,50.626578,-1.225903,England,Isle of Wight,0.07,0.01,1
1713,0.0,52.84224,-2.872181,England,Shropshire,0.07,0.16,1
22163,0.0,54.761631,-1.902834,England,County Durham,0.07,0.05,1
52147,0.0,51.053779,-2.892367,England,Somerset,0.07,0.05,1
E23470,0.0,52.191671,1.4844,England,Suffolk,0.07,0,1
E1457,0.0,53.275431,-0.63753,England,Lincolnshire,0.07,0,1
560557,0.0,53.431001,-2.352893,England,Trafford,0.07,0.15,1
47281,0.0,54.275194,-2.263325,England,North Yorkshire,0.07,0.06,1
52150,0.1,51.005958,-2.643449,England,Somerset,0.07,0.05,1
61431,0.0,54.163943,-2.152346,England,North Yorkshire,0.07,0.06,1
13878,0.0,54.871077,-2.52275,England,Northumberland,0.07,0,1
291477TP,0.0,51.458979,0.11237,England,London Borough of Bexley,0.07,0,1
E23518,0.0,52.603459,1.16988,England,Norfolk,0.07,0,1
21028,0.0,54.938987,-1.393566,England,Sunderland,0.07,0,1
276036TP,,51.54306,-0.500973,England,Buckinghamshire,0.07,0.07,1
E2382,0.0,52.332215,-0.788506,England,West Northamptonshire,0.07,0.02,1
E5721,0.0,53.175194,-0.524002,England,Lincolnshire,0.07,0,1
E10120,0.0,51.120939,-0.616127,England,Surrey,0.07,0,1
E24187,,52.218546,1.268312,England,Suffolk,0.07,0,1
E6780,0.0,50.885427,0.672112,England,East Sussex,0.07,0,1
E5726,0.0,52.611622,-0.461792,England,City of Peterborough,0.07,0,1
240816TP,0.0,51.873475,-0.269208,England,Hertfordshire,0.07,0,1
50103,0.0,50.880864,-4.152815,England,Devon,0.07,0.14,1
47170,0.0,50.546683,-4.319646,England,Cornwall,0.07,0.08,1
531184,0.0,51.236826,-2.216949,England,Wiltshire,0.07,0.04,1
E21335,0.0,52.132397,-0.953181,England,West Northamptonshire,0.07,0.02,1
597519,0.0,54.362171,-2.342366,England,North Yorkshire,0.07,0.06,1
E23420,0.0,52.77483,1.151185,England,Norfolk,0.07,0,1
43105,0.0,51.358394,-1.927417,England,Wiltshire,0.07,0.04,1
50194,0.0,51.024089,-4.236452,England,Devon,0.07,0.14,1
17651,0.0,55.000299,-1.68497,England,Newcastle upon Tyne,0.07,0,1
47108,0.0,50.586706,-4.106872,England,Devon,0.07,0.14,1
1813,0.0,51.749956,-2.336734,England,Gloucestershire,0.07,0.1,1
284703TP,0.0,51.178085,-0.133707,England,Surrey,0.07,0,1
291241TP,0.0,51.367559,0.09523,England,London Borough of Bromley,0.07,0,1
E23646,0.0,52.571992,0.124144,England,Cambridgeshire,0.07,0,1
48181,0.0,50.339136,-4.836569,England,Cornwall,0.07,0.08,1
568363,,53.571911,-3.017001,England,Lancashire,0.07,0.08,1
1817,0.0,52.708345,-2.980518,England,Shropshire,0.07,0.16,1
531175,0.0,51.546033,-2.267448,England,South Gloucestershire,0.07,0.07,1
592448,0.0,54.498872,-3.181948,England,Cumberland,0.07,0.07,1
83280,0.0,53.194682,-1.434915,England,Derbyshire,0.07,0.07,1
E1928,,53.135319,-0.008131,England,Lincolnshire,0.07,0,1
241790TP,0.0,51.871184,-0.064476,England,Hertfordshire,0.07,0,1
253340TP,0.0,51.878717,-1.737736,England,Gloucestershire,0.07,0.1,1
585022,,54.440718,-2.825629,England,Westmorland and Furness,0.07,0.16,1
256345TP,0.0,52.168732,-1.235988,England,West Northamptonshire,0.07,0.02,1
26090,0.0,54.760776,-1.340287,England,County Durham,0.07,0.05,1
3178,0.0,52.999107,-1.06794,England,Nottinghamshire,0.07,0,1
53532,,54.318976,-1.637925,England,North Yorkshire,0.07,0.06,1
E8480,0.0,50.991504,0.152348,England,East Sussex,0.07,0,1
E22486,0.0,51.990419,0.395105,England,Essex,0.07,0,1
E24952,0.0,51.743647,0.324082,England,Essex,0.07,0,1
10660,0.0,55.320859,-2.396284,England,Northumberland,0.07,0,1
E24591,0.01,52.345564,0.484737,England,Suffolk,0.07,0,1
43103,,51.164146,-1.894828,England,Wiltshire,0.07,0.04,1
287946TP,0.0,51.415955,-0.162865,England,London Borough of Merton,0.07,0,1
E2050,0.0,51.098285,0.395836,England,Kent,0.07,0.01,1
E2040,0.0,51.138337,0.459382,England,Kent,0.07,0.01,1
45167,0.0,50.908664,-3.226683,England,Devon,0.07,0.14,1
E24585,,52.164986,-0.703865,England,City of Milton Keynes,0.07,0,1
10312,0.0,55.143004,-2.375693,England,Northumberland,0.07,0,1
E14420,0.0,50.824355,-1.559116,England,Hampshire,0.07,0.07,1
E1976,0.0,52.615107,-0.675844,England,Rutland,0.07,0,1
43201,0.0,51.085428,-2.353299,England,Somerset,0.07,0.05,1
3779,0.0,53.591168,-0.7392,England,North Lincolnshire,0.07,0,1
E43545,0.0,53.2518,-0.151126,England,Lincolnshire,0.07,0,1
E5731,0.0,52.226854,-0.464875,England,Bedford,0.07,0,1
35103,0.0,54.541989,-0.815179,England,North Yorkshire,0.07,0.06,1
E5170,0.0,51.117863,1.194265,England,Kent,0.07,0.01,1
1040,0.0,52.309441,-1.774803,England,Warwickshire,0.07,0.13,1
574656,,53.833251,-2.102519,England,Lancashire,0.07,0.08,1
E23440,0.0,52.825263,1.408721,England,Norfolk,0.07,0,1
E24908,0.0,51.584133,0.637851,England,Essex,0.07,0,1
39268,0.0,54.04064,-0.241524,England,East Riding of Yorkshire,0.07,0,1
592464,0.0,54.511299,-3.197753,England,Cumberland,0.07,0.07,1
14555,0.0,54.97002,-2.500603,England,Northumberland,0.07,0,1
1140,,51.875411,-2.019556,England,Gloucestershire,0.07,0.1,1
1140,0.0,51.875411,-2.019556,England,Gloucestershire,0.07,0.1,1
288092TP,0.0,51.4214,-0.109429,England,London Borough of Croydon,0.07,0,1
44132,0.0,50.658982,-2.415165,England,Dorset,0.07,0.17,1
3771,0.0,52.948025,-1.088386,England,Nottinghamshire,0.07,0,1
47112,0.0,50.440912,-4.010253,England,Devon,0.07,0.14,1
591419,0.0,54.427181,-3.488178,England,Cumberland,0.07,0.07,1
E24732,0.0,52.516458,0.988183,England,Norfolk,0.07,0,1
569709,,53.604601,-2.556847,England,Lancashire,0.07,0.08,1
